revenue_sum,l_orderkey,o_orderdate,o_shippriority
30359.879999999997,2133312,1995-01-17,0
146063.1076,2134279,1995-01-16,0
165411.6456,2134468,1995-01-05,0
268888.03449999995,2135110,1995-03-07,0
140807.9062,2135233,1995-01-07,0
230444.27620000002,2135682,1995-02-04,0
266576.9473,2136006,1995-02-14,0
93129.77219999999,2136514,1995-01-06,0
143894.3934,2137157,1995-01-13,0
12972.2688,2137185,1994-12-19,0
47921.7636,2138594,1994-12-18,0
44256.5106,2139686,1994-12-05,0
88620.97320000001,2140324,1994-12-09,0
150438.1042,2140419,1995-02-18,0
59576.82399999999,2140705,1994-12-08,0
33648.7872,2140802,1995-01-18,0
101899.9128,2141125,1994-12-13,0
17255.94,2141189,1994-12-24,0
69537.0584,2141602,1995-02-18,0
40018.0872,2142150,1995-01-02,0
48253.034400000004,2142338,1994-12-26,0
298121.4031,2142407,1995-02-03,0
14787.697499999998,2142659,1995-03-09,0
267473.68080000003,2142787,1995-02-26,0
57239.2866,2143173,1995-02-03,0
244725.1997,2143879,1995-03-07,0
113985.363,2143908,1995-03-03,0
65189.0563,2143968,1995-01-11,0
66702.24,2144388,1994-12-06,0
4915.2546,2145025,1995-01-01,0
169383.0723,2145250,1995-01-07,0
51726.6204,2145606,1994-12-03,0
8624.633999999998,2145794,1995-01-29,0
88444.5048,2146530,1995-01-23,0
221195.2752,2146817,1995-01-18,0
58840.746,2147174,1995-01-08,0
203310.42320000002,2147299,1995-01-22,0
21610.403599999998,2147396,1995-01-05,0
51498.72900000001,2147749,1995-01-28,0
80234.3691,2147777,1994-12-29,0
44780.4336,2148003,1994-12-06,0
138041.63119999997,2148582,1995-01-01,0
126770.67299999998,2150144,1994-12-26,0
236242.29340000002,2150692,1995-02-21,0
68434.1764,2151299,1994-12-20,0
183243.8568,2152387,1995-03-10,0
158191.47149999999,2153888,1995-01-14,0
53789.76,2154149,1995-01-10,0
38335.796800000004,2154595,1995-02-10,0
71350.5294,2154855,1995-01-21,0
22428.084,2154983,1994-12-03,0
155505.6344,2155554,1995-02-22,0
81680.91119999999,2156135,1995-01-24,0
23689.125,2156609,1995-01-20,0
61273.267199999995,2157221,1994-12-24,0
192509.1613,2157315,1995-02-27,0
78978.09820000001,2157506,1995-01-30,0
229327.6056,2158215,1995-03-05,0
118864.40839999999,2158375,1995-01-24,0
34036.224,2158791,1994-12-22,0
29246.9232,2159168,1995-01-14,0
44063.2896,2159362,1994-12-25,0
172775.441,2159873,1995-02-18,0
16396.3,2160739,1994-12-12,0
193601.71439999997,2160838,1995-02-15,0
151734.3209,2160965,1995-02-25,0
83668.57200000001,2161026,1994-11-26,0
191533.4159,2161728,1995-03-12,0
5186.31,2161730,1994-12-31,0
144717.3684,2161762,1994-12-31,0
63303.345,2162050,1994-12-02,0
48213.621,2162375,1994-12-30,0
172377.4108,2163172,1995-03-08,0
101761.0608,2163328,1995-01-01,0
135643.3536,2163557,1994-12-29,0
3132.7488000000003,2164294,1995-01-11,0
56298.5582,2164482,1995-01-17,0
47833.065,2165124,1994-11-28,0
85350.33780000001,2165668,1995-01-19,0
93252.91919999999,2165765,1994-12-31,0
39398.6725,2165925,1994-12-13,0
131956.1823,2166147,1995-02-20,0
33013.728,2166627,1995-01-17,0
49840.3416,2168004,1994-12-20,0
104270.346,2168071,1994-11-18,0
245769.05309999996,2168225,1995-02-02,0
149905.90420000002,2168674,1995-03-14,0
36407.8103,2168930,1995-02-01,0
160555.414,2169508,1995-02-20,0
41453.314,2170368,1994-12-22,0
50018.810999999994,2170531,1994-12-18,0
169915.8484,2170599,1995-02-12,0
57477.59940000001,2172230,1995-02-08,0
81033.624,2172327,1995-02-15,0
50750.9762,2172674,1994-12-03,0
160350.1378,2173056,1995-02-21,0
43743.9072,2174308,1995-01-02,0
113282.13239999999,2174502,1995-03-13,0
30370.1568,2174817,1994-11-22,0
106597.6188,2175524,1995-01-06,0
304254.965,2175907,1995-03-14,0
169164.823,2176544,1995-03-02,0
172804.30339999998,2176902,1995-01-06,0
56761.50719999999,2177027,1994-12-19,0
36959.8481,2177094,1995-01-14,0
214027.1484,2177378,1995-02-22,0
30175.2357,2177474,1994-12-18,0
172418.13079999998,2177954,1995-03-10,0
15901.430999999999,2178533,1994-12-27,0
49568.454,2179008,1995-01-14,0
144265.9056,2181636,1995-03-14,0
24578.5728,2181667,1995-01-10,0
39471.705,2181670,1995-03-08,0
120697.00159999999,2181764,1995-02-09,0
184537.39359999998,2182753,1995-02-17,0
9584.7732,2182786,1995-01-14,0
58432.65699999999,2182981,1994-12-06,0
118459.6334,2184004,1995-02-22,0
254452.37,2184677,1995-03-06,0
72340.2702,2185189,1995-01-10,0
187685.04100000003,2185697,1995-03-01,0
135007.83539999998,2186723,1995-02-27,0
129889.05840000001,2187168,1995-03-12,0
109675.95839999999,2187361,1995-03-08,0
115736.0014,2187399,1995-01-13,0
35340.010200000004,2188769,1995-01-23,0
34276.0475,2188772,1994-12-28,0
147933.99480000001,2189283,1995-03-13,0
104905.03,2189605,1995-02-26,0
60560.934,2190148,1995-02-06,0
48035.58809999999,2190695,1994-12-08,0
118763.1662,2191043,1994-12-16,0
90491.16579999999,2191331,1995-01-14,0
32947.679599999996,2192583,1994-11-28,0
320963.56799999997,2192676,1995-03-07,0
70635.8268,2192710,1994-12-29,0
52548.384000000005,2192770,1995-03-05,0
84418.0416,2193284,1994-12-16,0
35880.082,2193602,1994-12-29,0
59297.409999999996,2193794,1995-02-23,0
37734.099,2194054,1995-03-13,0
195649.676,2194211,1995-01-31,0
65830.62359999999,2195649,1995-01-12,0
5237.088,2196231,1994-12-18,0
65330.53,2196551,1995-02-16,0
62963.0472,2196871,1995-01-23,0
154033.58789999998,2197317,1995-02-15,0
56158.4024,2197539,1994-12-21,0
176120.6688,2197797,1995-02-28,0
53129.9652,2199335,1995-01-04,0
95040.8114,2199361,1995-02-08,0
87944.02919999999,2199362,1995-02-04,0
100505.26439999999,2199873,1995-02-03,0
142264.4432,2200263,1994-12-24,0
97957.0926,2200453,1995-01-24,0
119922.3658,2200964,1995-02-20,0
78957.74250000001,2201060,1995-02-19,0
79380.08999999998,2202310,1995-02-18,0
62861.3184,2202439,1995-01-10,0
19990.352199999998,2202496,1995-01-10,0
22488.516,2203074,1994-12-07,0
41895.513,2203396,1994-12-08,0
125361.0117,2204005,1995-02-07,0
159405.7832,2204037,1995-03-11,0
67601.1792,2204642,1995-01-12,0
144477.1825,2205094,1995-02-11,0
54562.2259,2206471,1995-01-11,0
202022.4733,2206784,1995-02-16,0
73815.9093,2208771,1995-03-13,0
47655.9828,2208871,1995-02-28,0
93093.72649999999,2208993,1995-02-02,0
11985.382800000001,2209570,1994-12-03,0
52082.974799999996,2209958,1994-12-17,0
173643.7284,2210499,1995-03-06,0
78451.7568,2211491,1995-01-20,0
3571.7472000000002,2211747,1994-12-16,0
216963.6298,2212165,1995-03-12,0
72755.8139,2212545,1995-01-03,0
9426.7122,2212962,1995-01-15,0
85741.89319999999,2212965,1995-02-16,0
211881.1852,2213349,1995-03-04,0
58098.2168,2213603,1994-12-26,0
65781.4526,2213765,1995-01-12,0
143261.258,2214146,1995-02-10,0
44631.222799999996,2214979,1994-12-17,0
23950.5336,2215525,1995-02-02,0
60228.71,2217828,1994-12-14,0
60936.5312,2218759,1995-01-18,0
150359.59590000001,2218976,1995-01-29,0
165886.8484,2219492,1995-03-02,0
55676.17919999999,2220002,1995-02-10,0
77125.55040000001,2220261,1995-02-21,0
59260.425,2220357,1995-01-17,0
120251.504,2220486,1995-01-16,0
148862.6616,2220832,1995-02-10,0
17448.3552,2222307,1995-03-06,0
44362.416,2222336,1995-01-09,0
157493.8788,2223297,1995-01-25,0
31796.693799999994,2223617,1995-03-06,0
59220.072,2223938,1995-02-08,0
154177.46850000002,2224773,1995-02-12,0
65897.475,2226310,1995-02-20,0
9465.894,2226849,1995-01-28,0
60021.80200000001,2228098,1994-12-30,0
143672.1848,2229126,1995-01-15,0
63759.269400000005,2230881,1995-03-14,0
83715.86,2230983,1995-01-18,0
156688.9705,2232198,1995-02-24,0
109974.6816,2232386,1994-12-18,0
26052.928000000004,2232709,1995-01-24,0
66146.0296,2232739,1995-03-04,0
130549.8092,2232960,1995-01-30,0
132077.1164,2233541,1995-03-14,0
21538.856,2233927,1995-01-20,0
184485.5364,2234850,1995-02-27,0
18322.7904,2235908,1995-01-02,0
45235.2614,2237763,1995-02-07,0
76371.656,2238112,1994-12-18,0
202714.26789999998,2238180,1995-03-09,0
180320.1239,2408320,1995-01-23,0
55030.43,2408483,1994-12-05,0
21593.376,2408902,1994-11-30,0
249271.68469999998,2409381,1995-01-18,0
55443.356799999994,2410021,1995-02-02,0
2149.7722000000003,2410245,1995-03-03,0
18294.857699999997,2410311,1995-02-28,0
53123.8162,2410533,1995-01-31,0
184705.3698,2410626,1995-01-11,0
155657.93899999998,2410630,1994-12-02,0
236298.04600000003,2412357,1995-03-06,0
12550.9462,2413285,1994-12-30,0
63204.59249999999,2413890,1995-02-14,0
206318.25269999995,2414209,1995-01-15,0
11651.64,2415495,1995-01-01,0
222929.8503,2416262,1995-02-12,0
38292.5907,2416322,1994-12-06,0
159599.7658,2416390,1995-01-15,0
87058.17000000001,2417923,1994-12-21,0
3474.2754,2418048,1994-12-08,0
115411.175,2418305,1995-01-05,0
42811.829999999994,2418887,1994-12-28,0
6756.24,2419652,1995-01-18,0
303741.7828,2419904,1995-03-01,0
206572.99190000002,2420867,1995-01-02,0
85856.70240000001,2422496,1995-01-31,0
75651.6416,2422727,1995-01-31,0
126383.76759999999,2422948,1995-02-02,0
166747.2657,2422976,1995-01-12,0
75941.5002,2423203,1995-03-10,0
155373.6514,2423428,1995-02-28,0
160203.2291,2423810,1995-02-20,0
139591.5494,2424481,1995-02-04,0
147686.2243,2424610,1995-03-07,0
81152.31599999999,2426020,1995-03-14,0
68333.1793,2426759,1995-01-02,0
63431.8656,2426784,1995-01-14,0
164660.88470000002,2426853,1995-01-09,0
17734.995,2427393,1994-12-29,0
19818.2754,2428483,1995-02-17,0
55236.5112,2428768,1995-02-12,0
50806.0512,2429187,1995-02-24,0
17049.3204,2429476,1995-01-22,0
81041.96979999999,2429920,1994-12-12,0
27076.530799999997,2430023,1995-01-08,0
33946.483199999995,2430469,1994-12-10,0
107407.86319999999,2430530,1995-01-17,0
41187.1068,2432259,1994-12-24,0
94398.348,2433092,1995-02-02,0
115500.88620000001,2433380,1995-02-07,0
134979.8663,2433954,1995-02-07,0
210749.81019999998,2433984,1995-02-11,0
40951.468799999995,2434151,1995-01-09,0
40355.568,2434241,1995-02-06,0
55561.0432,2434372,1995-01-29,0
124027.4357,2434565,1995-01-31,0
34965.856999999996,2435398,1995-02-23,0
378673.05580000003,2435712,1995-02-26,0
26263.872000000003,2437281,1995-01-31,0
107418.2463,2438240,1995-02-03,0
90248.7271,2438663,1995-02-07,0
161710.929,2439010,1995-03-12,0
88701.8502,2439041,1994-12-11,0
183140.242,2439141,1995-02-02,0
150682.3124,2439233,1995-01-31,0
120570.3394,2439265,1995-02-22,0
32512.514999999996,2439559,1994-12-27,0
102829.7657,2439782,1995-01-28,0
262358.68259999994,2440324,1995-03-02,0
34329.36,2440706,1995-01-11,0
42663.843,2440960,1994-12-17,0
61767.530900000005,2441410,1995-02-24,0
61107.95939999999,2441728,1994-12-14,0
136380.55539999998,2442535,1995-01-03,0
124606.5257,2442662,1995-01-03,0
33610.25,2442883,1994-11-21,0
10975.821600000001,2443138,1994-12-31,0
32379.3976,2443431,1994-12-17,0
217479.45350000003,2443492,1995-02-18,0
24065.766,2443589,1995-01-30,0
32243.41,2443619,1995-01-30,0
238719.43120000002,2444198,1995-03-08,0
4181.3916,2444802,1994-12-16,0
39176.255999999994,2444933,1995-01-28,0
125032.39259999999,2445638,1995-02-21,0
47852.86349999999,2447397,1995-02-05,0
54403.782400000004,2447876,1995-02-24,0
21194.04,2448131,1994-12-03,0
171396.9257,2448900,1995-02-25,0
180510.51100000003,2449216,1995-03-06,0
3288.39,2450529,1994-11-26,0
131584.7207,2451749,1995-02-09,0
120066.90659999999,2452065,1995-01-23,0
16362.918,2452066,1994-12-21,0
2156.6456,2452132,1995-03-07,0
244164.6018,2453156,1995-03-13,0
156629.279,2453186,1995-02-02,0
153045.3144,2453607,1995-01-14,0
103283.3144,2454309,1995-01-31,0
115136.1264,2454631,1995-02-16,0
86976.472,2455303,1995-01-21,0
10247.2916,2456384,1995-01-22,0
406181.0111,2456423,1995-03-05,0
58310.784,2456737,1995-02-06,0
44946.5142,2457604,1995-03-10,0
243282.07559999998,2457701,1995-03-13,0
176903.3209,2458275,1995-01-31,0
46240.72180000001,2458439,1995-01-06,0
87347.36009999999,2458785,1995-01-01,0
92555.404,2458848,1995-01-22,0
152349.5142,2460676,1995-02-24,0
22340.1088,2460802,1995-03-07,0
123901.464,2461088,1994-12-25,0
45235.3236,2461217,1995-02-21,0
156709.6028,2461315,1994-12-18,0
35137.8768,2461381,1994-12-08,0
214163.0352,2461382,1995-03-13,0
30376.5936,2461827,1994-12-24,0
109551.9081,2461954,1995-01-06,0
196187.7405,2462853,1995-03-14,0
94294.8196,2463713,1995-03-03,0
173692.7881,2464097,1994-12-25,0
51600.234,2464515,1995-01-17,0
7541.6488,2464613,1994-12-13,0
8090.88,2464994,1995-02-12,0
56781.03319999999,2465155,1995-02-25,0
170970.3817,2465734,1995-03-11,0
176478.728,2466305,1995-01-10,0
34644.348000000005,2466465,1994-12-28,0
99134.0211,2467330,1995-02-10,0
97424.3358,2467525,1995-01-03,0
187549.4206,2467876,1995-02-24,0
64911.67199999999,2470564,1995-01-31,0
162304.74070000002,2471685,1995-02-01,0
71564.89199999999,2472743,1995-02-17,0
154041.6434,2473190,1995-01-17,0
110037.9147,2473830,1995-01-20,0
40612.48619999999,2474112,1994-12-09,0
44308.9986,2474725,1994-12-02,0
47377.3412,2474948,1995-03-01,0
27683.352,2475140,1994-12-08,0
74152.9408,2475399,1994-12-22,0
152036.6706,2476421,1995-01-30,0
48814.1,2476804,1994-11-28,0
78923.7673,2478592,1995-01-09,0
191347.5826,2479142,1995-03-09,0
112031.95729999998,2480064,1995-02-25,0
41503.077000000005,2480640,1994-12-09,0
118256.1711,2480772,1995-01-30,0
171363.0144,2481030,1995-01-31,0
7377.9888,2481222,1994-12-25,0
65807.2051,2481925,1995-01-31,0
239250.911,2482208,1995-03-13,0
58470.039000000004,2482471,1995-01-17,0
105841.4624,2482786,1994-12-01,0
48470.195999999996,2483810,1994-12-19,0
26271.552,2484001,1994-12-10,0
112838.0332,2484487,1995-03-12,0
192876.8713,2484996,1995-03-10,0
120175.8453,2485092,1994-11-28,0
54622.4266,2485506,1995-01-23,0
48132.468,2485700,1995-01-21,0
52622.901399999995,2486048,1994-11-29,0
145692.9116,2486053,1995-02-28,0
70037.27969999998,2486340,1995-02-04,0
65088.5104,2486564,1995-03-02,0
26199.282,2487520,1995-02-13,0
82458.90720000002,2487745,1995-03-02,0
155799.9672,2488163,1995-02-20,0
149163.0232,2488482,1995-01-26,0
79253.19859999999,2488964,1995-02-16,0
9297.81,2489125,1995-03-03,0
2088.8679999999995,2489159,1994-12-22,0
78188.568,2489893,1995-01-21,0
29312.64,2489956,1995-02-21,0
166363.3702,2490374,1995-03-12,0
167633.0982,2491652,1995-03-10,0
123187.9339,2492965,1994-12-19,0
103480.4547,2493447,1995-02-27,0
52074.1052,2493671,1994-12-31,0
84480.7415,2494562,1995-01-06,0
62629.203,2494566,1995-01-26,0
195810.1816,2495943,1995-03-09,0
59218.252199999995,2497857,1995-02-11,0
73806.79950000001,2498370,1995-01-29,0
182858.0024,2498535,1995-03-08,0
13262.7232,2498659,1995-01-19,0
58129.8894,2499271,1995-02-25,0
155071.5715,2499394,1995-01-08,0
44733.8332,2501061,1995-01-05,0
50452.8255,2501185,1994-12-18,0
191694.73759999996,2501575,1995-02-04,0
44762.9312,2503201,1994-12-19,0
107523.06469999999,2503235,1994-12-06,0
50603.1443,2503492,1995-02-09,0
7207.62,2504161,1994-12-01,0
185897.20399999997,2504518,1995-02-16,0
78889.8261,2504647,1995-01-24,0
24340.8958,2504677,1994-11-21,0
21938.73,2504739,1995-01-02,0
286450.5901,2505123,1995-01-20,0
10223.5284,2506085,1995-01-16,0
99144.31339999998,2506118,1995-01-08,0
29345.261400000003,2506947,1994-12-14,0
266403.3942,2507781,1995-02-11,0
129816.76379999999,2507811,1995-01-01,0
64467.8162,2507942,1995-01-12,0
150021.4394,2508196,1995-02-10,0
229063.80930000002,2508931,1995-02-27,0
306927.0793,2509287,1995-03-07,0
8443.8888,2510144,1995-02-20,0
125798.54419999997,2510434,1995-02-05,0
221001.6681,2510530,1995-03-02,0
119292.33979999999,2510822,1995-02-06,0
124824.141,2510885,1995-01-08,0
117266.61860000002,2511459,1995-02-04,0
139983.3255,2511716,1995-01-21,0
181388.295,2511941,1995-03-09,0
200623.6728,2512038,1995-03-02,0
156975.9486,2512231,1995-01-07,0
71201.80780000001,2512609,1995-01-30,0
47564.6626,2513477,1994-12-08,0
74653.4175,2514371,1995-02-12,0
168564.80849999998,2514631,1995-02-10,0
163987.087,2514919,1995-03-12,0
85542.575,2516583,1994-12-30,0
117212.0685,2517191,1995-02-11,0
94344.4368,2517254,1995-02-15,0
75549.3504,2517507,1994-12-08,0
336320.9057,2517952,1995-02-20,0
34890.69040000001,2518304,1995-02-17,0
6853.6586,2518496,1995-01-06,0
12980.877,2518562,1994-12-27,0
38715.651,2518818,1994-12-23,0
24815.5488,2519201,1994-12-06,0
36585.432,2519335,1994-11-18,0
1720.2344,2521219,1994-11-22,0
46640.4048,2521924,1995-01-16,0
73835.317,2522563,1994-12-07,0
59046.09199999999,2523107,1995-03-09,0
224223.4851,2523335,1995-03-09,0
88116.531,2523366,1995-01-31,0
249028.62860000003,2524006,1995-02-20,0
36345.604999999996,2525316,1994-11-30,0
22455.244700000003,2525798,1994-12-07,0
90974.7152,2526212,1995-03-06,0
92872.13620000001,2526886,1995-03-10,0
54713.0232,2527104,1995-02-22,0
54753.8934,2527712,1995-03-06,0
22177.3331,2529190,1995-02-18,0
136557.8004,2529670,1995-02-26,0
78659.10519999999,2530691,1995-02-21,0
8493.4,2532101,1995-01-20,0
202599.3712,2532385,1995-02-15,0
58952.123999999996,2533639,1994-12-11,0
17589.204,2534691,1994-12-18,0
88896.45150000001,2534913,1995-03-11,0
96701.946,2534918,1995-01-04,0
1195.4112,2535046,1995-01-27,0
47801.6064,2535590,1995-01-11,0
67354.5503,2537095,1994-12-17,0
51207.6048,2706791,1994-11-22,0
110478.0528,2707556,1995-01-29,0
52746.4605,2707649,1995-01-06,0
44593.6082,2707682,1995-01-18,0
156045.27589999998,2708193,1995-03-10,0
182162.5444,2708644,1995-03-14,0
13187.6736,2708834,1994-12-21,0
101252.386,2709249,1995-02-22,0
11330.72,2709319,1995-01-18,0
273687.3832,2709571,1994-12-10,0
93888.8272,2710144,1995-01-28,0
67214.2276,2710821,1994-12-05,0
113401.99919999999,2711874,1995-01-17,0
91946.32199999999,2712644,1995-01-03,0
161007.51119999998,2714467,1995-02-15,0
119126.0261,2715458,1995-03-07,0
107136.8674,2715461,1995-02-07,0
89926.8465,2715619,1995-01-24,0
81889.1618,2716736,1995-02-16,0
110422.90280000001,2717825,1995-03-08,0
181195.0293,2718054,1995-02-03,0
71233.2026,2718789,1995-03-06,0
76021.06520000001,2718882,1995-01-09,0
147846.7388,2720295,1995-02-16,0
52856.46719999999,2720324,1994-12-31,0
78624.18449999999,2720707,1994-12-08,0
44282.750400000004,2720871,1995-03-14,0
79336.6986,2721507,1995-02-07,0
40969.2096,2723618,1995-02-19,0
69524.136,2723812,1995-02-11,0
64894.19099999999,2724197,1995-01-28,0
188570.4829,2724576,1995-02-24,0
57597.42939999999,2724615,1994-12-28,0
126225.84899999999,2724839,1995-02-14,0
80640.1755,2724868,1994-12-16,0
17048.467800000002,2725185,1995-02-16,0
75285.22069999999,2725475,1995-02-27,0
27843.3016,2726020,1995-02-05,0
50398.9997,2726560,1995-02-17,0
70015.7304,2727079,1995-02-11,0
14335.4871,2727175,1994-12-26,0
30186.658,2727719,1994-12-28,0
83201.4964,2728257,1995-02-06,0
173386.10330000002,2728327,1995-02-08,0
48872.6712,2728453,1994-12-16,0
140588.2024,2730854,1995-02-10,0
160384.0351,2731491,1995-02-19,0
26406.575999999997,2731808,1995-01-20,0
116063.9748,2731970,1995-03-04,0
219709.66719999997,2732965,1995-02-26,0
19200.9312,2733824,1995-02-10,0
20676.838,2734146,1995-01-20,0
32289.023399999995,2734919,1994-12-30,0
80414.9694,2734982,1995-01-21,0
50166.2875,2735137,1994-12-09,0
72485.6985,2735299,1995-01-30,0
208945.239,2735655,1994-12-16,0
160377.97699999998,2736868,1995-03-03,0
49152.18639999999,2737187,1995-01-02,0
114845.77249999999,2738048,1995-01-30,0
40115.128000000004,2738369,1994-12-07,0
220160.95859999998,2738949,1995-03-10,0
20207.3088,2739780,1995-02-12,0
106823.862,2739811,1995-02-07,0
19761.408,2740770,1994-12-21,0
1531.7856,2741312,1995-02-01,0
58819.4226,2741478,1995-03-01,0
82908.2272,2741671,1995-01-26,0
25695.706400000003,2742118,1995-01-11,0
62359.5015,2742369,1995-02-04,0
42203.991,2742496,1995-02-17,0
45922.7056,2742592,1994-12-16,0
107590.82010000001,2743712,1995-01-23,0
293431.59150000004,2743844,1995-03-04,0
25633.86,2744550,1994-11-26,0
230608.7768,2744962,1995-03-05,0
2878.407,2745219,1995-01-15,0
122894.2126,2745506,1995-02-09,0
131621.8702,2745671,1995-03-04,0
141604.081,2746086,1994-12-31,0
176405.59889999998,2746245,1995-02-22,0
33992.6034,2747168,1994-12-20,0
82092.33,2747558,1995-02-21,0
56123.440800000004,2747840,1994-11-29,0
9648.31,2747872,1994-12-09,0
98289.8028,2747876,1995-01-05,0
165794.2173,2748384,1995-01-21,0
12034.4832,2749088,1995-01-31,0
57053.1072,2749249,1995-02-09,0
134261.48679999998,2749282,1995-02-14,0
14780.704799999998,2749442,1995-02-22,0
58885.318799999994,2750023,1994-12-21,0
45576.43199999999,2750214,1995-02-17,0
178658.6441,2750306,1995-02-12,0
68101.944,2750307,1994-12-15,0
205271.11920000002,2750567,1995-03-14,0
81966.7441,2750629,1994-12-13,0
85044.1008,2752006,1995-02-07,0
158643.9219,2752224,1995-03-12,0
8605.717499999999,2752705,1994-12-01,0
78923.5,2753088,1994-12-27,0
123301.4626,2753764,1995-02-02,0
24426.652,2754662,1995-01-24,0
7140.168,2756646,1995-02-21,0
68039.86559999999,2756772,1995-03-08,0
282180.8075,2758273,1995-02-26,0
63099.2835,2758375,1995-02-01,0
129040.8003,2758722,1995-02-13,0
29375.4548,2759302,1994-12-18,0
118992.6672,2759555,1994-12-09,0
42874.41759999999,2759812,1995-01-04,0
1286.469,2760000,1994-12-30,0
51485.9864,2760775,1995-02-14,0
156352.6239,2761990,1995-03-07,0
72283.78499999999,2762144,1995-01-25,0
137752.0829,2762241,1995-02-08,0
64150.404,2762816,1995-01-14,0
62718.5934,2763716,1995-01-27,0
208363.72010000004,2764130,1995-02-03,0
53583.1457,2764512,1994-12-09,0
209820.233,2764775,1995-02-18,0
139270.37309999997,2764930,1995-03-01,0
33699.201799999995,2765344,1995-01-11,0
3933.2983999999997,2765671,1994-12-08,0
27036.9726,2766471,1994-12-26,0
44920.2765,2766560,1995-01-12,0
161762.7892,2766693,1995-03-07,0
39631.284,2767105,1995-02-10,0
151436.11200000002,2767264,1995-03-03,0
13385.7024,2767461,1994-11-20,0
52322.758,2767495,1995-03-14,0
62652.814099999996,2767617,1995-01-15,0
129385.0591,2767847,1995-01-22,0
59656.7169,2768003,1995-01-15,0
36572.346000000005,2768387,1994-12-13,0
190580.78100000002,2768933,1995-01-22,0
45089.1072,2769252,1995-01-13,0
132021.8929,2769344,1995-01-16,0
89940.11649999999,2769828,1995-03-05,0
135356.29260000002,2770529,1995-02-26,0
172818.978,2770759,1995-03-02,0
113400.99840000001,2771200,1995-02-04,0
150594.01679999998,2771525,1995-02-24,0
167760.40379999997,2771973,1995-01-24,0
153869.9792,2772128,1994-12-21,0
27314.843999999997,2772416,1994-12-10,0
91573.0008,2773120,1995-01-25,0
38241.3073,2773250,1995-02-28,0
153734.7502,2773985,1995-02-28,0
123052.23359999998,2774914,1995-02-19,0
251322.6544,2775716,1995-01-30,0
66309.9556,2777509,1995-02-03,0
17193.48,2778023,1995-03-12,0
32297.911200000002,2778755,1995-01-30,0
95476.13459999999,2779330,1994-12-25,0
143294.49300000002,2779431,1995-03-11,0
81946.67790000001,2779751,1995-01-21,0
41633.699799999995,2779877,1995-01-01,0
51222.583399999996,2780228,1994-12-19,0
110562.25880000001,2780967,1995-03-04,0
100409.12040000001,2781252,1994-12-03,0
112558.02859999999,2781634,1995-01-13,0
67776.1155,2781860,1995-02-03,0
60764.256,2781894,1995-01-13,0
75437.3904,2782016,1994-11-25,0
99303.01559999998,2782052,1995-02-19,0
99155.7056,2782374,1995-03-13,0
55691.794499999996,2782531,1995-03-06,0
224880.9043,2783653,1995-02-04,0
63064.04,2783874,1994-12-26,0
50055.939999999995,2783908,1995-01-21,0
48731.48,2784262,1994-12-21,0
60499.32,2784737,1995-02-01,0
135170.7394,2784869,1995-03-12,0
105656.62159999998,2785286,1995-02-22,0
47027.173200000005,2785287,1995-01-31,0
124768.79310000001,2785413,1995-01-13,0
217989.8394,2785505,1995-03-13,0
169310.3577,2785634,1995-02-04,0
29952.0572,2786371,1995-03-10,0
109118.5132,2786821,1995-01-17,0
222526.5691,2789346,1995-03-06,0
12312.342,2789765,1995-02-05,0
133209.9393,2790208,1994-12-31,0
2705.6211000000003,2790598,1995-01-24,0
143370.7248,2790755,1994-12-22,0
30502.9891,2790880,1995-03-11,0
97340.40060000001,2791233,1995-03-08,0
198374.5002,2791237,1995-03-01,0
85801.46420000002,2792353,1995-02-17,0
86244.04000000001,2792354,1995-01-07,0
50510.082200000004,2792389,1995-01-07,0
104360.87719999999,2792615,1995-02-12,0
21834.609999999997,2793378,1995-02-11,0
126038.353,2793669,1994-12-27,0
148890.2652,2793766,1995-03-14,0
48236.23499999999,2794657,1994-12-22,0
107141.6992,2794660,1995-02-02,0
116002.4316,2796224,1995-03-12,0
68529.8012,2796546,1995-01-09,0
72713.0502,2796866,1995-02-27,0
54641.7119,2797280,1995-01-13,0
81592.6537,2800545,1995-02-13,0
61063.259399999995,2800577,1995-01-12,0
1402.2162,2801542,1995-02-03,0
89264.7043,2802304,1995-02-18,0
144853.78759999998,2802433,1995-02-17,0
79222.3525,2802630,1994-12-18,0
46264.7472,2802661,1995-01-12,0
3528.9912000000004,2803073,1995-03-07,0
237803.1801,2803264,1995-02-25,0
75774.15,2803266,1995-02-08,0
184093.30699999997,2803460,1995-03-12,0
96433.53039999999,2804070,1995-01-20,0
156656.3868,2804483,1995-02-08,0
126172.7846,2805830,1995-02-16,0
190024.42200000002,2805831,1995-01-21,0
266051.0237,2806278,1995-02-26,0
18773.519999999997,2806369,1995-01-09,0
3048.4278,2807399,1994-11-29,0
88900.41,2807872,1995-01-01,0
113665.78029999998,2807940,1995-02-07,0
15542.874,2808487,1995-01-27,0
199867.274,2808545,1995-01-28,0
39163.792799999996,2808833,1995-01-02,0
40501.23,2808960,1995-01-06,0
15045.123,2809223,1995-02-22,0
103107.2279,2810403,1995-03-11,0
17586.8056,2810624,1995-01-13,0
55546.052500000005,2811175,1995-03-13,0
29979.846,2811203,1994-12-17,0
124128.5198,2813444,1995-02-09,0
122229.054,2814241,1995-02-24,0
130200.526,2814819,1995-02-26,0
82352.3256,2815844,1995-01-22,0
96056.8094,2815874,1994-12-18,0
