time,symbol,size,price,seq,bid,ask,bsize,asize,is_nbbo
3101,AAOI,2.14,0.42,-0.49,-0.71,-1.11,-2.16,-1.39,true
3134,AAOI,0.03,0.29,-0.49,-0.71,-1.11,-2.16,-1.39,true
3179,AAOI,0.37,0.77,-0.49,-0.71,-1.11,-2.16,-1.39,true
3189,AAOI,0.84,1.74,-0.49,-0.71,-1.11,-2.16,-1.39,true
3330,AAOI,0.18,-0.3,0.93,-1.46,-0.25,-1.12,0.42,true
3387,AAOI,-0.84,-0.52,0.93,-1.46,-0.25,-1.12,0.42,true
3434,AAOI,-0.8,-0.84,-0.32,-0.12,0.63,-1.44,0.26,true
3477,AAOI,-1.84,0.15,-0.32,-0.12,0.63,-1.44,0.26,true
3520,AAOI,1.48,-0.49,-0.32,-0.12,0.63,-1.44,0.26,true
3557,AAOI,0.39,1.48,-0.32,-0.12,0.63,-1.44,0.26,true
3612,AAOI,-2.1,2.07,0.27,0.8,0.67,-0.45,0.0,false
3636,AAOI,1.52,0.06,-0.38,-0.79,-0.76,-0.07,0.43,false
3723,AAOI,0.98,0.6,-1.47,-0.92,0.25,-0.68,0.59,false
3783,AAOI,-0.71,1.49,-0.43,1.51,0.21,1.75,-0.78,false
3807,AAOI,-0.16,-2.09,-0.25,-1.29,0.26,-0.77,0.52,false
3817,AAOI,-0.87,-1.3,-0.25,-1.29,0.26,-0.77,0.52,false
3823,AAOI,1.65,0.82,-1.95,-0.35,-1.93,-1.17,0.86,false
3897,AAOI,1.19,-0.03,-1.95,-0.35,-1.93,-1.17,0.86,false
3947,AAOI,0.57,0.38,-1.95,-0.35,-1.93,-1.17,0.86,false
4024,AAOI,-0.85,0.32,-1.95,-0.35,-1.93,-1.17,0.86,false
4046,AAOI,-0.42,-0.02,0.6,1.05,-2.34,-1.02,0.02,true
4055,AAOI,2.45,-1.16,0.6,1.05,-2.34,-1.02,0.02,true
4186,AAOI,0.7,1.63,1.1,-1.69,-0.88,0.2,-0.86,true
4195,AAOI,0.27,-0.25,1.1,-1.69,-0.88,0.2,-0.86,true
4236,AAOI,-0.56,1.32,1.1,-1.69,-0.88,0.2,-0.86,true
4479,AAOI,0.23,-1.6,-0.89,0.31,1.11,-0.63,-1.19,false
4744,AAOI,0.01,-0.13,1.92,1.91,-0.04,-0.67,1.65,false
5013,AAOI,0.27,-0.86,-0.65,-1.02,-0.7,-1.44,-1.13,true
5162,AAOI,0.66,0.56,-0.54,0.59,0.33,-1.24,-0.17,true
5172,AAOI,-0.92,0.08,1.54,-0.83,1.46,-0.66,-0.82,false
5200,AAOI,-0.38,-0.34,-0.94,-0.96,-2.42,-1.02,0.28,false
5372,AAOI,-2.14,1.61,1.83,-0.39,-1.29,0.8,0.75,false
5585,AAOI,0.18,1.3,-0.76,-0.12,0.5,0.72,0.37,false
5620,AAOI,1.1,-0.15,1.01,0.37,-2.49,0.56,0.3,true
5670,AAOI,1.06,1.96,-0.5,0.49,-0.53,-1.16,-0.71,true
5676,AAOI,-0.69,-0.25,-0.5,0.49,-0.53,-1.16,-0.71,true
5777,AAOI,0.96,0.76,0.39,-0.09,-0.23,-0.03,-0.47,false
5784,AAOI,0.98,-1.09,0.39,-0.09,-0.23,-0.03,-0.47,false
5913,AAOI,0.41,-1.31,0.39,-0.09,-0.23,-0.03,-0.47,false
6051,AAOI,1.35,-1.61,0.87,1.78,0.71,0.14,-0.78,true
6188,AAOI,0.97,0.65,0.87,1.78,0.71,0.14,-0.78,true
6194,AAOI,0.23,0.39,0.87,1.78,0.71,0.14,-0.78,true
6341,AAOI,-0.65,-2.49,1.2,2.55,0.06,0.14,0.55,true
6451,AAOI,0.12,0.59,1.2,2.55,0.06,0.14,0.55,true
6467,AAOI,0.19,0.34,1.2,2.55,0.06,0.14,0.55,true
6468,AAOI,1.75,-1.16,1.2,2.55,0.06,0.14,0.55,true
6713,AAOI,-1.37,-0.69,0.97,-1.03,-0.78,0.28,-0.19,true
6747,AAOI,0.65,1.18,1.44,1.32,0.36,0.91,-0.82,true
6780,AAOI,-1.04,0.65,0.1,-0.33,-1.08,-0.11,1.06,false
6905,AAOI,-1.18,-0.06,0.1,-0.33,-1.08,-0.11,1.06,false
6938,AAOI,0.33,-0.92,0.1,-0.33,-1.08,-0.11,1.06,false
7028,AAOI,-0.37,-0.22,-0.33,0.92,-0.11,-0.24,0.26,false
7169,AAOI,0.42,-1.7,-0.33,0.92,-0.11,-0.24,0.26,false
7237,AAOI,1.07,-0.3,-0.08,-0.99,1.29,0.87,0.51,false
7320,AAOI,2.04,-0.79,1.7,0.35,-0.31,2.06,0.2,true
7483,AAOI,-0.86,0.5,1.7,0.35,-0.31,2.06,0.2,true
7587,AAOI,1.46,-0.41,-0.19,1.33,-0.27,-0.33,1.48,true
7589,AAOI,-1.05,-0.62,-0.19,1.33,-0.27,-0.33,1.48,true
7668,AAOI,0.49,0.51,-0.24,-0.05,0.72,0.38,-1.57,true
7722,AAOI,0.36,0.03,-0.7,-0.29,-0.22,-0.58,0.28,true
7776,AAOI,2.17,-0.05,-1.16,0.17,0.04,-0.54,-1.66,false
7818,AAOI,-0.07,-0.66,-1.16,0.17,0.04,-0.54,-1.66,false
8044,AAOI,0.44,-2.1,-1.16,0.17,0.04,-0.54,-1.66,false
8083,AAOI,0.01,-0.49,0.59,-0.44,0.86,-0.63,-0.45,false
8133,AAOI,0.19,0.01,0.28,0.7,-0.31,-1.03,-0.04,false
8158,AAOI,-0.53,-0.15,0.28,0.7,-0.31,-1.03,-0.04,false
8190,AAOI,0.31,1.0,0.28,0.7,-0.31,-1.03,-0.04,false
8322,AAOI,0.24,-2.53,-0.35,-1.6,-0.27,0.54,-0.1,false
8331,AAOI,-0.72,1.51,-0.35,-1.6,-0.27,0.54,-0.1,false
8415,AAOI,0.1,-0.97,-0.25,0.78,-0.81,-0.41,0.36,true
8495,AAOI,-0.57,-0.04,-0.25,0.78,-0.81,-0.41,0.36,true
8537,AAOI,-1.74,-0.05,-0.25,0.78,-0.81,-0.41,0.36,true
8540,AAOI,-1.56,0.08,-0.25,0.78,-0.81,-0.41,0.36,true
8586,AAOI,-1.02,1.35,-0.43,-0.54,0.87,1.48,-1.82,true
8670,AAOI,0.23,-0.13,-0.43,-0.54,0.87,1.48,-1.82,true
8672,AAOI,0.4,-0.48,-0.43,-0.54,0.87,1.48,-1.82,true
8745,AAOI,1.23,-0.86,0.24,0.93,-0.18,0.19,-1.91,true
8835,AAOI,-0.97,0.17,0.47,-3.59,-0.93,-1.03,0.05,false
8860,AAOI,0.9,1.6,-1.3,-0.35,-0.06,-0.74,0.17,true
8923,AAOI,-1.65,-0.42,-1.3,-0.35,-0.06,-0.74,0.17,true
8933,AAOI,0.44,0.62,-1.3,-0.35,-0.06,-0.74,0.17,true
9165,AAOI,-1.37,-0.39,1.46,1.5,1.46,1.2,0.88,true
9219,AAOI,1.18,-0.78,-0.62,1.14,-0.48,2.4,-1.01,true
9323,AAOI,0.35,-1.63,-0.62,1.14,-0.48,2.4,-1.01,true
9337,AAOI,1.88,0.94,-0.62,1.14,-0.48,2.4,-1.01,true
9475,AAOI,0.46,1.53,-0.62,1.14,-0.48,2.4,-1.01,true
9490,AAOI,-1.94,0.69,0.37,1.9,-1.66,2.13,-1.13,true
9516,AAOI,0.34,0.46,0.37,1.9,-1.66,2.13,-1.13,true
9565,AAOI,-0.46,1.19,0.37,1.9,-1.66,2.13,-1.13,true
9658,AAOI,0.34,-0.5,-0.23,-0.57,0.01,0.62,-0.42,false
9747,AAOI,1.2,-0.68,0.4,-0.73,-0.26,1.11,0.41,false
9845,AAOI,-0.08,0.28,0.4,-0.73,-0.26,1.11,0.41,false
9957,AAOI,-0.94,0.83,1.28,-0.79,-0.22,0.67,0.33,true
10207,AAOI,-0.34,0.07,-0.16,-0.17,-0.33,0.18,0.52,true
10322,AAOI,0.42,0.68,-0.23,-2.24,0.65,0.45,0.5,false
10379,AAOI,-0.95,1.39,-0.23,-2.24,0.65,0.45,0.5,false
10636,AAOI,1.93,1.72,1.21,1.49,1.97,-0.23,0.41,true
10745,AAOI,-0.31,-1.29,-0.31,0.05,1.62,-0.63,-0.17,false
10860,AAOI,0.27,-0.75,-0.79,0.59,-0.8,-0.27,-0.91,true
10861,AAOI,-0.62,0.63,-0.79,0.59,-0.8,-0.27,-0.91,true
10866,AAOI,-1.55,-0.97,-0.79,0.59,-0.8,-0.27,-0.91,true
10941,AAOI,-0.62,1.52,-0.79,0.59,-0.8,-0.27,-0.91,true
11060,AAOI,0.27,-1.55,-2.48,-0.64,-0.18,-1.04,-0.66,false
11102,AAOI,0.41,-1.75,-2.48,-0.64,-0.18,-1.04,-0.66,false
11106,AAOI,1.13,1.62,-2.48,-0.64,-0.18,-1.04,-0.66,false
11186,AAOI,-0.76,0.36,-2.48,-0.64,-0.18,-1.04,-0.66,false
11223,AAOI,-0.9,0.49,1.61,-0.35,1.11,-1.9,-0.03,false
11297,AAOI,1.47,2.03,0.72,-1.93,-2.29,-0.04,0.4,true
11355,AAOI,0.7,2.26,0.52,1.91,0.99,-0.28,-1.04,true
11361,AAOI,-0.32,-1.26,-0.12,1.07,1.02,-1.63,-0.73,true
11387,AAOI,-0.88,-0.11,0.04,0.31,0.02,-1.36,1.11,true
11419,AAOI,0.67,-2.47,0.04,0.31,0.02,-1.36,1.11,true
11443,AAOI,-0.3,-0.42,0.04,0.31,0.02,-1.36,1.11,true
11473,AAOI,-0.39,-0.09,0.04,0.31,0.02,-1.36,1.11,true
11497,AAOI,0.32,-1.78,0.04,0.31,0.02,-1.36,1.11,true
11710,AAOI,0.49,-2.64,0.54,0.39,0.66,1.32,0.48,true
11761,AAOI,1.6,1.4,0.54,0.39,0.66,1.32,0.48,true
11778,AAOI,-0.05,0.51,0.54,0.39,0.66,1.32,0.48,true
11897,AAOI,-1.85,-0.74,-1.1,-0.41,0.91,2.46,1.74,false
11900,AAOI,-0.55,0.22,-1.1,-0.41,0.91,2.46,1.74,false
12030,AAOI,-0.78,-1.32,0.28,-0.73,0.78,1.67,-1.4,false
12202,AAOI,-0.79,0.39,-0.37,0.96,1.05,1.08,-0.35,true
12281,AAOI,0.14,-0.05,-0.37,0.96,1.05,1.08,-0.35,true
12305,AAOI,0.35,0.65,-0.37,0.96,1.05,1.08,-0.35,true
12308,AAOI,-0.01,-0.29,-0.37,0.96,1.05,1.08,-0.35,true
12330,AAOI,-0.47,-0.88,-1.13,0.46,-1.93,-0.41,0.74,true
12390,AAOI,-1.47,-2.19,0.15,-0.44,0.51,0.15,0.35,true
12428,AAOI,-0.27,-0.79,-0.11,-0.74,-1.8,-1.22,0.28,true
12649,AAOI,-1.96,-0.56,-1.47,0.37,0.17,0.64,-1.06,true
12754,AAOI,-0.58,-2.22,-0.48,-1.26,-0.22,-0.17,0.24,true
12774,AAOI,-0.48,0.73,-0.48,-1.26,-0.22,-0.17,0.24,true
12784,AAOI,-0.78,-0.36,-0.48,-1.26,-0.22,-0.17,0.24,true
12874,AAOI,1.21,-0.49,-0.48,-1.26,-0.22,-0.17,0.24,true
12913,AAOI,0.26,-1.72,-0.48,-1.26,-0.22,-0.17,0.24,true
13122,AAOI,1.84,1.19,-2.72,-0.31,0.37,0.02,-0.69,true
13139,AAOI,1.96,-0.17,-2.72,-0.31,0.37,0.02,-0.69,true
13311,AAOI,-0.89,0.9,-1.22,-0.95,-1.42,-1.77,1.4,false
13345,AAOI,0.11,-1.07,1.22,-1.53,-1.27,2.21,2.6,false
13377,AAOI,0.08,1.19,-1.06,-0.28,0.25,0.18,1.22,true
13574,AAOI,-0.64,0.42,-1.18,1.03,1.82,0.46,-1.54,true
13699,AAOI,0.59,0.27,1.21,0.58,0.07,0.25,-0.4,true
13729,AAOI,0.23,-0.43,1.21,0.58,0.07,0.25,-0.4,true
13746,AAOI,1.58,0.19,1.21,0.58,0.07,0.25,-0.4,true
13936,AAOI,0.78,0.39,-0.33,0.77,0.36,0.39,-0.53,true
14108,AAOI,-2.24,-1.35,-0.33,0.77,0.36,0.39,-0.53,true
14122,AAOI,0.19,0.17,-0.33,0.77,0.36,0.39,-0.53,true
14210,AAOI,-0.8,0.11,-0.33,0.77,0.36,0.39,-0.53,true
14242,AAOI,-1.39,-0.55,-0.33,0.77,0.36,0.39,-0.53,true
14552,AAOI,0.7,-1.06,0.04,0.1,-0.52,-0.64,1.5,false
14683,AAOI,-1.76,-1.46,1.06,-0.35,2.2,-0.69,-0.33,true
14711,AAOI,0.5,0.2,0.55,0.77,-0.1,0.23,-0.39,true
14752,AAOI,0.81,1.57,0.55,0.77,-0.1,0.23,-0.39,true
14793,AAOI,-1.38,0.17,-0.16,-0.86,-0.87,-0.5,0.86,true
14815,AAOI,-1.25,0.15,-0.16,-0.86,-0.87,-0.5,0.86,true
14815,AAOI,-0.48,2.18,-0.16,-0.86,-0.87,-0.5,0.86,true
15189,AAOI,-0.15,-1.12,-0.35,0.23,-0.44,0.46,1.49,true
15415,AAOI,-1.08,0.88,1.09,0.94,-0.61,0.92,-0.25,true
15585,AAOI,-0.82,0.51,-0.16,-0.25,-0.74,0.88,1.36,false
15705,AAOI,0.56,-0.66,2.11,-0.25,-0.26,-0.34,0.39,true
15752,AAOI,1.29,0.75,2.11,-0.25,-0.26,-0.34,0.39,true
15782,AAOI,-1.09,-0.72,0.81,1.9,-1.16,0.07,-0.98,true
15802,AAOI,0.22,-0.09,0.81,1.9,-1.16,0.07,-0.98,true
15806,AAOI,0.17,1.72,0.81,1.9,-1.16,0.07,-0.98,true
15852,AAOI,-0.93,0.01,0.81,1.9,-1.16,0.07,-0.98,true
15923,AAOI,-0.42,-0.18,1.36,-0.68,0.36,-0.24,1.35,true
15960,AAOI,-0.81,-1.07,0.18,0.37,0.49,0.43,-2.35,false
15976,AAOI,-0.13,1.34,0.18,0.37,0.49,0.43,-2.35,false
16026,AAOI,0.34,2.07,0.18,0.37,0.49,0.43,-2.35,false
16083,AAOI,0.98,-0.25,0.18,0.37,0.49,0.43,-2.35,false
16101,AAOI,0.15,1.41,0.18,0.37,0.49,0.43,-2.35,false
16152,AAOI,1.61,-0.16,-2.06,0.43,0.1,1.04,-0.76,true
16173,AAOI,-0.2,-0.62,-2.06,0.43,0.1,1.04,-0.76,true
16217,AAOI,-1.65,-1.53,-2.06,0.43,0.1,1.04,-0.76,true
16250,AAOI,0.38,0.28,-2.06,0.43,0.1,1.04,-0.76,true
16257,AAOI,0.6,0.06,-2.06,0.43,0.1,1.04,-0.76,true
16363,AAOI,0.74,-1.14,1.55,-1.27,0.33,-0.13,0.47,true
16449,AAOI,1.08,0.41,0.5,-0.1,-0.86,0.13,0.8,false
16459,AAOI,-0.47,-0.51,0.5,-0.1,-0.86,0.13,0.8,false
16521,AAOI,2.2,1.3,0.51,2.25,0.62,0.3,0.99,false
16571,AAOI,1.36,-0.03,0.51,2.25,0.62,0.3,0.99,false
16602,AAOI,0.56,0.39,0.83,-0.16,0.2,0.3,2.14,false
16608,AAOI,-0.6,0.11,0.83,-0.16,0.2,0.3,2.14,false
16648,AAOI,-0.23,1.74,0.51,0.85,0.2,0.78,-0.49,true
16692,AAOI,-0.79,-0.8,0.06,-0.59,0.38,1.58,0.16,false
16729,AAOI,-0.34,-1.02,0.89,-1.62,1.34,1.35,1.32,true
16754,AAOI,0.27,1.22,0.89,-1.62,1.34,1.35,1.32,true
16961,AAOI,-1.35,0.66,-0.38,-0.92,-1.18,1.79,0.85,false
17045,AAOI,2.1,-0.42,1.15,-1.13,-0.27,0.45,-0.07,true
17355,AAOI,-1.34,-0.11,1.58,-1.72,0.98,0.57,-0.37,false
17487,AAOI,-0.14,2.14,1.58,-1.72,0.98,0.57,-0.37,false
17525,AAOI,-0.63,1.12,1.58,-1.72,0.98,0.57,-0.37,false
17532,AAOI,-0.93,0.75,1.58,-1.72,0.98,0.57,-0.37,false
17661,AAOI,-1.36,0.18,0.66,-0.17,0.66,0.53,-1.1,false
17746,AAOI,-0.21,-0.61,0.24,0.24,1.38,-1.07,0.64,true
17773,AAOI,0.11,-1.07,0.24,0.24,1.38,-1.07,0.64,true
18094,AAOI,0.53,-2.49,-0.51,0.33,-1.7,0.97,0.09,true
18096,AAOI,0.02,-0.89,-0.51,0.33,-1.7,0.97,0.09,true
18142,AAOI,0.52,-0.23,-1.48,-0.36,0.03,0.72,-0.39,true
18247,AAOI,-0.45,0.28,0.31,-0.09,-0.62,0.16,1.78,false
18254,AAOI,-1.21,0.37,0.31,-0.09,-0.62,0.16,1.78,false
18309,AAOI,0.36,0.76,1.29,-0.63,-0.28,-1.15,0.18,true
18321,AAOI,0.46,0.07,1.29,-0.63,-0.28,-1.15,0.18,true
18382,AAOI,-0.24,-0.67,0.26,-0.25,-0.12,-1.04,-0.79,true
18583,AAOI,0.88,0.14,0.67,-0.14,-0.04,-0.96,0.27,false
18629,AAOI,-0.19,0.42,0.38,-2.28,-1.05,-1.02,-0.93,false
18657,AAOI,0.82,-0.68,0.38,-2.28,-1.05,-1.02,-0.93,false
18878,AAOI,-0.46,-1.12,0.38,-2.28,-1.05,-1.02,-0.93,false
18889,AAOI,1.23,0.11,-1.07,-0.72,1.37,-0.51,1.9,true
18889,AAOI,-0.39,-0.16,-1.07,-0.72,1.37,-0.51,1.9,true
19049,AAOI,0.39,0.83,0.98,-1.13,1.48,-0.32,0.2,true
19144,AAOI,-1.37,-0.85,0.98,-1.13,1.48,-0.32,0.2,true
19765,AAOI,-0.73,0.33,-1.68,-0.64,-0.35,0.44,0.62,false
19844,AAOI,0.9,-1.8,-1.68,-0.64,-0.35,0.44,0.62,false
19875,AAOI,1.57,0.76,-1.68,-0.64,-0.35,0.44,0.62,false
19890,AAOI,0.37,0.64,-1.68,-0.64,-0.35,0.44,0.62,false
19932,AAOI,-0.21,0.13,0.26,-0.99,0.78,-0.23,-0.57,true
19956,AAOI,0.38,0.14,0.26,-0.99,0.78,-0.23,-0.57,true
19983,AAOI,0.4,1.28,0.55,1.09,-0.83,1.32,1.04,true
20146,AAOI,-1.04,-2.32,0.2,1.29,1.23,-0.16,-0.22,true
20174,AAOI,0.75,0.93,-0.62,-0.04,0.43,0.11,0.38,true
20250,AAOI,-0.34,-1.55,-0.62,-0.04,0.43,0.11,0.38,true
20360,AAOI,-0.06,1.81,0.64,-0.34,-0.49,0.57,-1.42,true
20400,AAOI,-1.21,0.64,0.64,-0.34,-0.49,0.57,-1.42,true
20595,AAOI,1.16,-0.13,1.24,-0.53,-0.42,0.75,-0.18,false
20600,AAOI,-0.43,1.01,1.24,-0.53,-0.42,0.75,-0.18,false
20624,AAOI,-1.34,-1.04,1.53,-0.35,-0.64,-0.37,-0.77,false
20688,AAOI,-0.89,0.34,-0.2,-0.18,1.26,0.45,-0.67,false
20787,AAOI,-0.09,0.37,-0.45,0.27,-0.72,-0.82,-1.71,false
20951,AAOI,-0.28,-0.84,-1.63,-0.5,-0.32,-1.43,-1.83,false
21186,AAOI,-1.11,0.28,-0.34,-0.34,1.63,-0.61,1.43,false
21396,AAOI,2.43,-0.98,-2.03,-0.81,0.42,-0.27,0.84,false
21420,AAOI,-0.4,1.72,-2.03,-0.81,0.42,-0.27,0.84,false
21500,AAOI,-0.53,-0.03,-2.03,-0.81,0.42,-0.27,0.84,false
21531,AAOI,-0.37,-1.2,-2.03,-0.81,0.42,-0.27,0.84,false
21543,AAOI,-0.01,0.67,-2.03,-0.81,0.42,-0.27,0.84,false
21568,AAOI,-0.24,0.41,-2.03,-0.81,0.42,-0.27,0.84,false
21578,AAOI,-0.55,-0.35,-2.03,-0.81,0.42,-0.27,0.84,false
21644,AAOI,0.31,0.81,-2.03,-0.81,0.42,-0.27,0.84,false
21651,AAOI,-0.66,-1.23,-2.03,-0.81,0.42,-0.27,0.84,false
21656,AAOI,0.34,-1.54,-2.03,-0.81,0.42,-0.27,0.84,false
21678,AAOI,-0.29,0.07,0.73,-0.83,0.37,-1.31,0.19,false
21702,AAOI,1.26,-0.45,-1.26,-1.2,0.84,-0.03,-1.94,true
21719,AAOI,-2.15,-1.67,-1.26,-1.2,0.84,-0.03,-1.94,true
21937,AAOI,-1.18,-0.68,2.08,2.1,1.01,0.38,-0.57,true
21966,AAOI,0.11,-0.87,2.08,2.1,1.01,0.38,-0.57,true
22063,AAOI,0.38,1.39,0.27,1.24,1.61,0.79,0.12,true
22103,AAOI,-1.28,-0.83,0.27,1.24,1.61,0.79,0.12,true
22191,AAOI,-0.95,0.28,-0.61,-1.69,1.06,-0.71,-1.18,false
22266,AAOI,-1.1,0.05,-0.61,-1.69,1.06,-0.71,-1.18,false
22361,AAOI,1.47,2.07,-2.58,0.14,1.36,-0.88,0.39,false
22511,AAOI,1.72,0.82,-1.46,-0.68,-0.57,-0.22,0.29,true
22592,AAOI,0.93,0.95,1.69,0.23,0.38,1.49,-0.23,false
22665,AAOI,-1.66,1.04,1.69,0.23,0.38,1.49,-0.23,false
22731,AAOI,-1.01,1.36,1.37,-1.86,1.17,0.41,1.17,false
22874,AAOI,0.11,-0.17,-2.12,-1.12,0.88,-0.07,0.66,true
22884,AAOI,-0.87,1.05,-2.12,-1.12,0.88,-0.07,0.66,true
22900,AAOI,-1.62,1.2,-2.12,-1.12,0.88,-0.07,0.66,true
23018,AAOI,-0.82,1.01,-2.12,-1.12,0.88,-0.07,0.66,true
23115,AAOI,0.21,0.78,-0.11,2.64,-0.62,0.39,-1.22,false
23163,AAOI,-0.82,-0.8,-0.11,2.64,-0.62,0.39,-1.22,false
23261,AAOI,0.43,-0.08,-0.11,2.64,-0.62,0.39,-1.22,false
23309,AAOI,1.05,-2.12,-2.87,-1.16,-0.12,0.06,1.47,false
23410,AAOI,0.16,-0.19,-0.09,0.67,1.0,-0.27,-0.62,true
23529,AAOI,-0.12,0.56,-0.24,-0.17,-2.14,0.31,-0.47,false
23544,AAOI,-1.44,-0.94,-0.24,-0.17,-2.14,0.31,-0.47,false
23838,AAOI,-0.09,1.09,0.66,-0.06,0.24,-0.49,0.93,false
23928,AAOI,0.03,-0.08,0.66,-0.06,0.24,-0.49,0.93,false
23967,AAOI,0.83,-0.19,0.66,-0.06,0.24,-0.49,0.93,false
23987,AAOI,0.6,1.73,0.66,-0.06,0.24,-0.49,0.93,false
24034,AAOI,2.03,0.8,0.66,-0.06,0.24,-0.49,0.93,false
24123,AAOI,0.87,-0.12,0.05,-0.16,-1.19,-0.17,-0.02,false
24229,AAOI,-1.76,0.51,0.05,-0.16,-1.19,-0.17,-0.02,false
24377,AAOI,1.04,0.74,0.05,-0.16,-1.19,-0.17,-0.02,false
24578,AAOI,-1.09,-0.75,-1.83,-0.13,1.45,1.05,-0.58,true
24653,AAOI,-0.51,-0.25,-1.36,-0.55,-0.69,2.17,0.54,false
24754,AAOI,2.44,-0.71,-1.36,-0.55,-0.69,2.17,0.54,false
141,ZUMZ,-0.69,1.97,-0.05,0.85,0.52,0.65,-1.25,false
211,ZUMZ,-1.29,1.51,-0.05,0.85,0.52,0.65,-1.25,false
212,ZUMZ,-0.1,-0.33,-0.05,0.85,0.52,0.65,-1.25,false
230,ZUMZ,0.1,0.19,-0.05,0.85,0.52,0.65,-1.25,false
313,ZUMZ,-0.25,0.72,-0.19,0.81,2.54,0.16,0.82,false
399,ZUMZ,0.01,0.94,-0.19,0.81,2.54,0.16,0.82,false
462,ZUMZ,-0.89,0.34,-0.19,0.81,2.54,0.16,0.82,false
624,ZUMZ,-0.84,0.65,0.52,0.01,-0.66,-0.1,1.03,true
655,ZUMZ,-0.06,0.3,0.52,0.01,-0.66,-0.1,1.03,true
713,ZUMZ,1.4,-0.28,0.52,0.01,-0.66,-0.1,1.03,true
1048,ZUMZ,-0.13,1.43,-0.24,-0.64,-0.47,-0.25,0.12,true
1147,ZUMZ,0.53,-1.06,-0.24,-0.64,-0.47,-0.25,0.12,true
1242,ZUMZ,-0.05,0.31,-0.51,2.33,0.73,0.37,-0.21,false
1335,ZUMZ,1.49,0.44,0.72,-0.36,-0.48,-0.47,0.59,true
1371,ZUMZ,-0.57,-0.44,0.13,0.87,1.73,0.06,-0.82,true
1412,ZUMZ,-0.77,1.21,0.13,0.87,1.73,0.06,-0.82,true
1477,ZUMZ,-0.46,-0.92,-0.5,0.45,-1.16,2.04,-0.62,false
1577,ZUMZ,-1.02,2.95,0.88,-2.12,-0.09,-0.67,1.73,true
1645,ZUMZ,-1.48,1.08,0.64,-0.26,0.48,-1.06,1.92,true
1662,ZUMZ,-0.44,0.86,0.64,-0.26,0.48,-1.06,1.92,true
1794,ZUMZ,-0.02,0.75,0.64,-0.26,0.48,-1.06,1.92,true
1930,ZUMZ,0.01,0.87,0.64,-0.26,0.48,-1.06,1.92,true
2007,ZUMZ,-0.82,0.01,2.25,-1.74,-0.96,-1.02,-1.51,true
2077,ZUMZ,1.47,-0.75,-0.99,0.98,0.77,0.68,1.13,false
2220,ZUMZ,-0.65,1.69,-0.99,0.98,0.77,0.68,1.13,false
2305,ZUMZ,0.66,-1.22,1.81,0.25,1.28,-0.22,0.76,false
2360,ZUMZ,-1.11,-0.73,-0.13,0.03,1.47,-1.76,0.93,true
2399,ZUMZ,-0.35,-0.24,-0.13,0.03,1.47,-1.76,0.93,true
2502,ZUMZ,-0.09,0.8,-0.49,-1.45,0.23,-1.43,1.37,false
2510,ZUMZ,1.25,1.04,1.23,0.59,-1.27,1.14,0.4,true
2531,ZUMZ,-0.12,1.19,1.23,0.59,-1.27,1.14,0.4,true
2585,ZUMZ,-0.45,0.55,1.23,0.59,-1.27,1.14,0.4,true
2600,ZUMZ,-0.01,-0.93,1.23,0.59,-1.27,1.14,0.4,true
2601,ZUMZ,0.09,1.4,0.15,0.23,-0.02,1.67,0.51,true
2756,ZUMZ,-1.37,0.27,0.15,0.23,-0.02,1.67,0.51,true
2869,ZUMZ,0.94,-1.77,1.02,-0.56,-1.56,0.93,0.8,false
2934,ZUMZ,0.41,0.78,-1.65,-0.35,0.62,0.09,0.05,true
2968,ZUMZ,0.09,0.63,-1.65,-0.35,0.62,0.09,0.05,true
3013,ZUMZ,-0.38,-0.57,-1.65,-0.35,0.62,0.09,0.05,true
3042,ZUMZ,-0.3,-0.5,-1.65,-0.35,0.62,0.09,0.05,true
3178,ZUMZ,0.15,-0.77,-0.75,-0.56,1.49,-0.89,0.21,true
3178,ZUMZ,0.4,-1.01,-0.75,-0.56,1.49,-0.89,0.21,true
3251,ZUMZ,-0.71,-0.13,0.74,1.08,-2.13,-1.14,1.16,true
3393,ZUMZ,-2.58,-1.81,0.51,-0.11,-1.63,0.28,0.44,false
3443,ZUMZ,-1.11,0.31,0.51,-0.11,-1.63,0.28,0.44,false
3473,ZUMZ,0.1,0.28,0.51,-0.11,-1.63,0.28,0.44,false
3546,ZUMZ,0.38,0.36,0.51,-0.11,-1.63,0.28,0.44,false
3560,ZUMZ,0.21,2.44,0.51,-0.11,-1.63,0.28,0.44,false
3624,ZUMZ,2.34,-0.79,-0.61,-0.12,0.43,-0.35,3.21,true
3627,ZUMZ,0.46,-0.89,-0.61,-0.12,0.43,-0.35,3.21,true
3636,ZUMZ,0.55,0.38,-1.33,-1.26,-1.2,2.1,-0.92,true
3672,ZUMZ,-0.07,0.27,-1.12,-0.45,-0.22,-0.41,1.33,false
3700,ZUMZ,1.52,-0.78,-1.12,-0.45,-0.22,-0.41,1.33,false
3705,ZUMZ,1.03,0.42,-1.12,-0.45,-0.22,-0.41,1.33,false
3724,ZUMZ,-1.45,1.68,-0.04,-0.63,-0.07,0.29,0.63,false
3726,ZUMZ,0.63,0.52,-0.04,-0.63,-0.07,0.29,0.63,false
3762,ZUMZ,0.31,-0.88,-0.04,-0.63,-0.07,0.29,0.63,false
3932,ZUMZ,0.55,1.6,-1.34,-0.94,-1.3,2.47,-0.45,false
